title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,640 Davis St UNIT 41,San Francisco,CA,94111,"$1,295,000","1 bd , 1 ba , 965 sqft",,https://www.zillow.com/homedetails/640-Davis-St-UNIT-41-San-Francisco-CA-94111/15067231_zpid/
Condo For Sale,550 Davis St UNIT 44,San Francisco,CA,94111,"$1,995,000","3 bds , 2 ba , 1,520 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/550-Davis-St-UNIT-44-San-Francisco-CA-94111/15067289_zpid/
Condo For Sale,101 Lombard St APT 702W,San Francisco,CA,94111,"$1,625,000","2 bds , 2 ba , 1,423 sqft",Pontar Real Estate,https://www.zillow.com/homedetails/101-Lombard-St-APT-702W-San-Francisco-CA-94111/15064980_zpid/
Condo For Sale,240 Lombard St APT 437,San Francisco,CA,94111,"$625,000","1 bd , 1 ba , 566 sqft",SimpleListing.com,https://www.zillow.com/homedetails/240-Lombard-St-APT-437-San-Francisco-CA-94111/15064147_zpid/
Condo For Sale,550 Davis St UNIT 39,San Francisco,CA,94111,"$1,196,000","1 bd , 1 ba , 914 sqft",,https://www.zillow.com/homedetails/550-Davis-St-UNIT-39-San-Francisco-CA-94111/15067284_zpid/
