title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,3824 Scott St APT 3,San Francisco,CA,94123,"$949,000","1 bd , 1 ba , 965 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/3824-Scott-St-APT-3-San-Francisco-CA-94123/53734091_zpid/
House For Sale,2285 Greenwich St,San Francisco,CA,94123,"$2,250,000","3 bds , 2.25 ba , 1,823 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/2285-Greenwich-St-San-Francisco-CA-94123/15071301_zpid/
Apartment For Sale,2052-2054 Greenwich St,SAN FRANCISCO,CA,94123,"$2,125,000","Studio , -- ba , 2,650 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2052-2054-Greenwich-St-San-Francisco-CA-94123/15071156_zpid/
Condo For Sale,3789 Fillmore St APT 3,San Francisco,CA,94123,"$959,000","1 bd , 1 ba , 944 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/3789-Fillmore-St-APT-3-San-Francisco-CA-94123/15069839_zpid/
House For Sale,115 Magnolia St,San Francisco,CA,94123,"$1,795,000","3 bds , 2 ba , 1,398 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/115-Magnolia-St-San-Francisco-CA-94123/63196572_zpid/
Apartment For Sale,1935 Jefferson St,San Francisco,CA,94123,"$4,895,000","Studio , -- ba , 8,025 sqft",Coldwell Banker Residential Brokerage - Novato,https://www.zillow.com/homedetails/1935-Jefferson-St-San-Francisco-CA-94123/2091032668_zpid/
House For Sale,2323 Greenwich St,San Francisco,CA,94123,"$2,895,000","2 bds , 2 ba , -- sqft",,https://www.zillow.com/homedetails/2323-Greenwich-St-San-Francisco-CA-94123/15071279_zpid/
Condo For Sale,3245 Steiner St,San Francisco,CA,94123,"$1,795,000","2 bds , 2 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/3245-Steiner-St-San-Francisco-CA-94123/2091043377_zpid/
House For Sale,2624 Green St,San Francisco,CA,94123,"$13,500,000","7 bds , 5 ba , 6,400 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2624-Green-St-San-Francisco-CA-94123/15080619_zpid/
Apartment For Sale,2230 2232 Green St,San Francisco,CA,94123,"$10,900,000","Studio , -- ba , 6,400 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2230-2232-Green-St-San-Francisco-CA-94123/2091153749_zpid/
House For Sale,2528 Union St,San Francisco,CA,94123,"$12,995,000","4 bds , 5.5 ba , 6,000 sqft",Compass,https://www.zillow.com/homedetails/2528-Union-St-San-Francisco-CA-94123/15080421_zpid/
House For Sale,2829-2831 Baker St,SAN FRANCISCO,CA,94123,"$7,500,000","5 bds , 5 ba , 4,730 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2829-2831-Baker-St-San-Francisco-CA-94123/15080292_zpid/
Condo For Sale,1540 Lombard St APT F,San Francisco,CA,94123,"$995,000","2 bds , 1 ba , 900 sqft",Compass,https://www.zillow.com/homedetails/1540-Lombard-St-APT-F-San-Francisco-CA-94123/64971789_zpid/
House For Sale,2764 Greenwich St,San Francisco,CA,94123,"$8,995,000","4 bds , 5 ba , 4,712 sqft",,https://www.zillow.com/homedetails/2764-Greenwich-St-San-Francisco-CA-94123/15080258_zpid/
Condo For Sale,1251 Francisco St,San Francisco,CA,94123,"$1,399,000","2 bds , 1.5 ba , 1,170 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1251-Francisco-St-San-Francisco-CA-94123/2118027658_zpid/
Condo For Sale,1501 Filbert St # TH1A,San Francisco,CA,94123,"$2,749,000","3 bds , 3.5 ba , 2,345 sqft",King Realty Group,https://www.zillow.com/homedetails/1501-Filbert-St-TH1A-San-Francisco-CA-94123/125243355_zpid/
House For Sale,2440 Vallejo St,San Francisco,CA,94123,"$9,950,000","5 bds , 4 ba , 4,429 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2440-Vallejo-St-San-Francisco-CA-94123/15072450_zpid/
Apartment For Sale,268-270 Mallorca Way,SAN FRANCISCO,CA,94123,"$6,595,000","Studio , -- ba , 5,003 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/268-270-Mallorca-Way-San-Francisco-CA-94123/15070209_zpid/
House For Sale,2622 Chestnut St,San Francisco,CA,94123,"$4,895,000","4 bds , 4.5 ba , 4,210 sqft",Compass,https://www.zillow.com/homedetails/2622-Chestnut-St-San-Francisco-CA-94123/15080146_zpid/
House For Sale,268 Mallorca Way,San Francisco,CA,94123,"$6,595,000","5 bds , 5.5 ba , 5,003 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/268-Mallorca-Way-San-Francisco-CA-94123/2091556949_zpid/
Coming Soon,2200 Beach St APT 301,San Francisco,CA,94123,"$1,300,000","1 bd , 1 ba , 968 sqft",,https://www.zillow.com/homedetails/2200-Beach-St-APT-301-San-Francisco-CA-94123/2109228796_zpid/
Apartment For Sale,2254 2258a Union St,San Francisco,CA,94123,"$4,500,000","Studio , -- ba , 5,400 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2254-2258a-Union-St-San-Francisco-CA-94123/2093739434_zpid/
