title,address,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,30 Winter Pl,San Francisco,CA,94133,"$2,300,000","3 bds , 2.5 ba , 1,625 sqft",Vanguard Properties,https://www.zillow.com/homedetails/30-Winter-Pl-San-Francisco-CA-94133/15065883_zpid/
Condo For Sale,594 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3.5 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/594-Lombard-St-San-Francisco-CA-94133/2090913384_zpid/
Condo For Sale,1919 Grant Ave,San Francisco,CA,94133,"$1,695,000","2 bds , 2 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1919-Grant-Ave-San-Francisco-CA-94133/2090913387_zpid/
Apartment For Sale,590-594 Lombard St,SAN FRANCISCO,CA,94133,"$9,500,000","Studio , -- ba , 3,000 sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-594-Lombard-St-San-Francisco-CA-94133/15064423_zpid/
Condo For Sale,592 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/592-Lombard-St-San-Francisco-CA-94133/2090916926_zpid/
Condo For Sale,590 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-Lombard-St-San-Francisco-CA-94133/2090916961_zpid/
Condo For Sale,1934 Leavenworth St,San Francisco,CA,94133,"$1,249,000","2 bds , 1 ba , 1,200 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/1934-Leavenworth-St-San-Francisco-CA-94133/2127476352_zpid/
Condo For Sale,369 Green St,San Francisco,CA,94133,"$448,000","Studio , 1 ba , -- sqft",Coldwell Banker Residential Brokerage - San Francisco Lombard,https://www.zillow.com/homedetails/369-Green-St-San-Francisco-CA-94133/2093913149_zpid/
Condo For Sale,999 Green St APT 1204,San Francisco,CA,94133,"$2,595,000","2 bds , 2 ba , 1,681 sqft",,https://www.zillow.com/homedetails/999-Green-St-APT-1204-San-Francisco-CA-94133/15066358_zpid/
Condo For Sale,999 Green St APT 1403,San Francisco,CA,94133,"$1,595,000","1 bd , 1 ba , 937 sqft",Sotheby's International Realty - San Francisco Brokerage,https://www.zillow.com/homedetails/999-Green-St-APT-1403-San-Francisco-CA-94133/15066362_zpid/
Condo For Sale,878 Lombard St,San Francisco,CA,94133,"$1,095,000","2 bds , 1 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/878-Lombard-St-San-Francisco-CA-94133/2099287899_zpid/
For Sale by Owner,733 Chestnut St APT 7,San Francisco,CA,94133,"$739,900","1 bd , 1 ba , 660 sqft",,https://www.zillow.com/homedetails/733-Chestnut-St-APT-7-San-Francisco-CA-94133/2132662637_zpid/
Condo For Sale,1020 Union St APT 19,San Francisco,CA,94133,"$1,399,000","1 bd , 1 ba , -- sqft",Ackerman Realty Group,https://www.zillow.com/homedetails/1020-Union-St-APT-19-San-Francisco-CA-94133/80736121_zpid/
Condo For Sale,37 Midway St APT 5,San Francisco,CA,94133,"$1,549,000","2 bds , 2.5 ba , 1,440 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/37-Midway-St-APT-5-San-Francisco-CA-94133/15063427_zpid/
Condo For Sale,25 Medau Pl,San Francisco,CA,94133,"$788,000","1 bd , 1 ba , 750 sqft",CR Realty,https://www.zillow.com/homedetails/25-Medau-Pl-San-Francisco-CA-94133/15065202_zpid/
Apartment For Sale,648 656 Pacific Ave,San Francisco,CA,94133,"$4,150,000","Studio , -- ba , 15,039 sqft","Hogan & Vest, Inc.",https://www.zillow.com/homedetails/648-656-Pacific-Ave-San-Francisco-CA-94133/2091206054_zpid/
Co-op For Sale,1020 Union St APT 3,San Francisco,CA,94133,"$1,258,750","1 bd , 1 ba , 1,180 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1020-Union-St-APT-3-San-Francisco-CA-94133/80735518_zpid/
Apartment For Sale,949 53 Lombard St,San Francisco,CA,94133,"$4,895,000","Studio , -- ba , 4,626 sqft",The Agency,https://www.zillow.com/homedetails/949-53-Lombard-St-San-Francisco-CA-94133/2091218261_zpid/
Condo For Sale,1070 Green St APT 201,San Francisco,CA,94133,"$2,995,000","2 bds , 2 ba , 1,616 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1070-Green-St-APT-201-San-Francisco-CA-94133/15066001_zpid/
House For Sale,2028 Leavenworth St,San Francisco,CA,94133,"$9,500,000","4 bds , 6 ba , 4,816 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/2028-Leavenworth-St-San-Francisco-CA-94133/2092315330_zpid/
Apartment For Sale,757 759 Lombard St,San Francisco,CA,94133,"$1,780,000","Studio , -- ba , 2,429 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/757-759-Lombard-St-San-Francisco-CA-94133/2091395986_zpid/
Condo For Sale,2121 Taylor St APT 4,San Francisco,CA,94133,"$1,495,000","2 bds , 2 ba , 1,300 sqft",,https://www.zillow.com/homedetails/2121-Taylor-St-APT-4-San-Francisco-CA-94133/15064722_zpid/
Condo For Sale,1035 Vallejo St,San Francisco,CA,94133,"$3,750,000","3 bds , 3 ba , 2,189 sqft",Sotheby's International Realty - San Francisco Brokerage,https://www.zillow.com/homedetails/1035-Vallejo-St-San-Francisco-CA-94133/15066786_zpid/
Condo For Sale,1750 Taylor St APT 405,San Francisco,CA,94133,"$6,995,000","3 bds , 4 ba , 3,280 sqft",,https://www.zillow.com/homedetails/1750-Taylor-St-APT-405-San-Francisco-CA-94133/63196077_zpid/
Lot/Land For Sale,202 Union St,San Francisco,CA,94133,"$200,000","1,467 sqft lot",,https://www.zillow.com/homedetails/202-Union-St-San-Francisco-CA-94133/2097422943_zpid/
