title,address,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,163 Dorchester Way,San Francisco,CA,94127,"$1,695,000","4 bds , 2 ba , 1,980 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/163-Dorchester-Way-San-Francisco-CA-94127/15135583_zpid/
House For Sale,232 Juanita Way,San Francisco,CA,94127,"$1,395,000","2 bds , 2 ba , 2,050 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/232-Juanita-Way-San-Francisco-CA-94127/15135538_zpid/
House For Sale,177 Wawona St,San Francisco,CA,94127,"$2,395,000","3 bds , 3.5 ba , 2,478 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/177-Wawona-St-San-Francisco-CA-94127/15134150_zpid/
House For Sale,126 Miraloma Dr,San Francisco,CA,94127,"$3,975,000","5 bds , 5.5 ba , 6,762 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/126-Miraloma-Dr-San-Francisco-CA-94127/15136727_zpid/
House For Sale,650 Mangels Ave,San Francisco,CA,94127,"$1,498,000","3 bds , 3 ba , 1,686 sqft",Climb Real Estate,https://www.zillow.com/homedetails/650-Mangels-Ave-San-Francisco-CA-94127/15137943_zpid/
House For Sale,559 Ulloa St,San Francisco,CA,94127,"$1,295,000","2 bds , 1 ba , 1,439 sqft",Real Management Company,https://www.zillow.com/homedetails/559-Ulloa-St-San-Francisco-CA-94127/15135635_zpid/
House For Sale,624 Urbano Dr,San Francisco,CA,94127,"$1,425,000","3 bds , 1.5 ba , 1,785 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/624-Urbano-Dr-San-Francisco-CA-94127/15187571_zpid/
Auction,479 Los Palmos Dr,San Francisco,CA,94127,$945K,"2 bds , 1 ba , 1,024 sqft",,https://www.zillow.com/homedetails/479-Los-Palmos-Dr-San-Francisco-CA-94127/15136329_zpid/
Condo For Sale,798 Monterey Blvd APT 1D,San Francisco,CA,94127,"$698,000","2 bds , 1.5 ba , 929 sqft",RE/MAX Westlake Investments,https://www.zillow.com/homedetails/798-Monterey-Blvd-APT-1D-San-Francisco-CA-94127/15138813_zpid/
House For Sale,11 San Jacinto Way,San Francisco,CA,94127,"$6,195,000","4 bds , 5 ba , 6,383 sqft",,https://www.zillow.com/homedetails/11-San-Jacinto-Way-San-Francisco-CA-94127/15138231_zpid/
