title,address,city,state,postal_code,price,facts and features,real estate provider,url
For Sale by Owner,27 Putnam St,San Francisco,CA,94110,"$999,000","3 bds , 2 ba , 800 sqft",,https://www.zillow.com/homedetails/27-Putnam-St-San-Francisco-CA-94110/15162974_zpid/
Apartment For Sale,29 31a Highland Ave,San Francisco,CA,94110,"$1,499,000","Studio , -- ba , 3,735 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/29-31a-Highland-Ave-San-Francisco-CA-94110/2090908365_zpid/
New Construction,188 Quane St,San Francisco,CA,94110,"$1,495,000","2 bds , 3 ba , -- sqft",,https://www.zillow.com/homedetails/188-Quane-St-San-Francisco-CA-94110/2090926568_zpid/
Apartment For Sale,671-673 Shotwell St,SAN FRANCISCO,CA,94110,"$2,095,000","Studio , -- ba , 3,318 sqft",Vanguard Properties,https://www.zillow.com/homedetails/671-673-Shotwell-St-San-Francisco-CA-94110/15145763_zpid/
Apartment For Sale,166-168 Albion St,SAN FRANCISCO,CA,94110,"$1,995,000","Studio , -- ba , 4,110 sqft",,https://www.zillow.com/homedetails/166-168-Albion-St-San-Francisco-CA-94110/15143850_zpid/
House For Sale,527 Peralta Ave,San Francisco,CA,94110,"$899,000","3 bds , 1 ba , 1,025 sqft",BHHS California Realty,https://www.zillow.com/homedetails/527-Peralta-Ave-San-Francisco-CA-94110/15160784_zpid/
Condo For Sale,1185 Hampshire St,San Francisco,CA,94110,"$997,500","2 bds , 1.5 ba , 1,245 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1185-Hampshire-St-San-Francisco-CA-94110/2090942102_zpid/
Apartment For Sale,3549 Mission St,San Francisco,CA,94110,"$995,000","Studio , -- ba , 2,500 sqft",Global Realty,https://www.zillow.com/homedetails/3549-Mission-St-San-Francisco-CA-94110/15163473_zpid/
Apartment For Sale,366-368 San Carlos St,SAN FRANCISCO,CA,94110,"$1,695,000","4 bds , 2 ba , 2,416 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/366-368-San-Carlos-St-San-Francisco-CA-94110/15145696_zpid/
Condo For Sale,1861 Alabama St # 18632,San Francisco,CA,94110,"$650,000","1 bd , 1 ba , 900 sqft",Climb Real Estate,https://www.zillow.com/homedetails/1861-Alabama-St-18632-San-Francisco-CA-94110/2090969798_zpid/
Apartment For Sale,1294 1298 Guerrero St,San Francisco,CA,94110,"$1,799,000","Studio , -- ba , 2,880 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/1294-1298-Guerrero-St-San-Francisco-CA-94110/2094379630_zpid/
Condo For Sale,1861 Alabama St # 3,San Francisco,CA,94110,"$650,000","1 bd , 2 ba , -- sqft",Climb Real Estate,https://www.zillow.com/homedetails/1861-Alabama-St-3-San-Francisco-CA-94110/2090994212_zpid/
Condo For Sale,1861 Alabama St # 2,San Francisco,CA,94110,"$650,000","1 bd , 1 ba , 901 sqft",Climb Real Estate,https://www.zillow.com/homedetails/1861-Alabama-St-2-San-Francisco-CA-94110/2090994213_zpid/
Condo For Sale,1183 Hampshire St,San Francisco,CA,94110,"$997,500","2 bds , 1.5 ba , 1,075 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1183-Hampshire-St-San-Francisco-CA-94110/2094897555_zpid/
House For Sale,676 Peralta Ave,San Francisco,CA,94110,"$1,599,000","3 bds , 2 ba , 1,319 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/676-Peralta-Ave-San-Francisco-CA-94110/15161636_zpid/
