,title,address,city,state,postal_code,price,facts and features,real estate provider,url,bed,bath,sqft,property_type,latlng
187,House For Sale,2764 Greenwich St,San Francisco,CA,94123,8495000.0,"4 bds , 5 ba , 4,712 sqft",,https://www.zillow.com/homedetails/2764-Greenwich-St-San-Francisco-CA-94123/15080258_zpid/,4.0,5.0,4712.0,house,"(37.7978499795918, -122.445183102041)"
188,House For Sale,2440 Vallejo St,San Francisco,CA,94123,9950000.0,"5 bds , 4 ba , 4,429 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/2440-Vallejo-St-San-Francisco-CA-94123/15072450_zpid/,5.0,4.0,4429.0,house,"(37.7950086122449, -122.437475489796)"
189,Apartment For Sale,268-270 Mallorca Way,SAN FRANCISCO,CA,94123,6595000.0,"Studio , -- ba , 5,003 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/268-270-Mallorca-Way-San-Francisco-CA-94123/15070209_zpid/,0.0,,5003.0,apartment,"(37.803452472529, -122.439145149908)"
190,House For Sale,2622 Chestnut St,San Francisco,CA,94123,4895000.0,"4 bds , 4.5 ba , 4,210 sqft",Compass,https://www.zillow.com/homedetails/2622-Chestnut-St-San-Francisco-CA-94123/15080146_zpid/,4.0,4.5,4210.0,house,"(37.7995894897959, -122.446555040816)"
191,House For Sale,268 Mallorca Way,San Francisco,CA,94123,6595000.0,"5 bds , 5.5 ba , 5,003 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/268-Mallorca-Way-San-Francisco-CA-94123/2091556949_zpid/,5.0,5.5,5003.0,house,"(37.803452472529, -122.439145149908)"
192,Coming Soon,2200 Beach St APT 301,San Francisco,CA,94123,1300000.0,"1 bd , 1 ba , 968 sqft",,https://www.zillow.com/homedetails/2200-Beach-St-APT-301-San-Francisco-CA-94123/2109228796_zpid/,1.0,1.0,968.0,coming,
193,Coming Soon,3044 Franklin St APT 202,San Francisco,CA,94123,1725000.0,"3 bds , 2 ba , 1,650 sqft",,https://www.zillow.com/homedetails/3044-Franklin-St-APT-202-San-Francisco-CA-94123/15070599_zpid/,3.0,2.0,1650.0,coming,
201,New Construction,1000 3rd Street 110 Channel St # MG9RLJ,San Francisco,CA,94158,1785000.0,"2 bds , 2 ba , 1,244+ sqft",,https://www.zillow.com/community/one-mission-bay/2090697882_zpid/,2.0,2.0,1244.0,new,
208,New Construction,1000 3rd Street 110 Channel St # A5PSF4,San Francisco,CA,94158,1675000.0,"2 bds , 2 ba , 1,218+ sqft",,https://www.zillow.com/community/one-mission-bay/2090697884_zpid/,2.0,2.0,1218.0,new,
210,House For Sale,287 Summit Way,San Francisco,CA,94132,1680000.0,"3 bds , 2.5 ba , 2,001 sqft",Norcal Realty,https://www.zillow.com/homedetails/287-Summit-Way-San-Francisco-CA-94132/2090700202_zpid/,3.0,2.5,2001.0,house,"(37.7137058, -122.4744619)"
211,Condo For Sale,8100 Oceanview Ter APT 110,San Francisco,CA,94132,649000.0,"2 bds , 2 ba , 946 sqft",Coldwell Banker Residential Brokerage - San Francisco Lombard,https://www.zillow.com/homedetails/8100-Oceanview-Ter-APT-110-San-Francisco-CA-94132/67090280_zpid/,2.0,2.0,946.0,condo,
212,House For Sale,422 Vernon St,San Francisco,CA,94132,895000.0,"2 bds , 1 ba , 842 sqft",,https://www.zillow.com/homedetails/422-Vernon-St-San-Francisco-CA-94132/15189726_zpid/,2.0,1.0,842.0,house,"(37.7201805102041, -122.467954714286)"
213,House For Sale,3821 Alemany Blvd,San Francisco,CA,94132,949000.0,"3 bds , 3 ba , 1,915 sqft",,https://www.zillow.com/homedetails/3821-Alemany-Blvd-San-Francisco-CA-94132/15195298_zpid/,3.0,3.0,1915.0,house,"(37.7317175, -122.4246238)"
214,Condo For Sale,3981 Alemany Blvd APT 115,San Francisco,CA,94132,698888.0,"2 bds , 2 ba , 948 sqft",,https://www.zillow.com/homedetails/3981-Alemany-Blvd-APT-115-San-Francisco-CA-94132/67395814_zpid/,2.0,2.0,948.0,condo,
215,Condo For Sale,103 Summit Way,San Francisco,CA,94132,1529000.0,"3 bds , 2.5 ba , 2,133 sqft",Sequoia Real Estate,https://www.zillow.com/homedetails/103-Summit-Way-San-Francisco-CA-94132/2092040976_zpid/,3.0,2.5,2133.0,condo,"(37.7137058, -122.4744619)"
216,Apartment For Sale,721 725 Randolph St,San Francisco,CA,94132,1450000.0,"Studio , -- ba , 2,386 sqft",MaxReal,https://www.zillow.com/homedetails/721-725-Randolph-St-San-Francisco-CA-94132/2093033234_zpid/,0.0,,2386.0,apartment,"(37.7141691802206, -122.469175715166)"
217,House For Sale,4127 Ulloa St,San Francisco,CA,94116,1295000.0,"4 bds , 3 ba , 1,948 sqft",Better Homes and Gardens Real Estate J.F. Finnegan Realtors,https://www.zillow.com/homedetails/4127-Ulloa-St-San-Francisco-CA-94116/15124223_zpid/,4.0,3.0,1948.0,house,"(37.739998244898, -122.500552632653)"
218,House For Sale,2395 42nd Ave,San Francisco,CA,94116,850000.0,"2 bds , 2 ba , 1,212 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/2395-42nd-Ave-San-Francisco-CA-94116/15121182_zpid/,2.0,2.0,1212.0,house,"(37.7421443673469, -122.500448693878)"
219,Coming Soon,2226 29th Ave,San Francisco,CA,94116,1598000.0,"3 bds , 3 ba , 2,030 sqft",,https://www.zillow.com/homedetails/2226-29th-Ave-San-Francisco-CA-94116/15119395_zpid/,3.0,3.0,2030.0,coming,"(37.7457597959184, -122.486521816327)"
220,Foreclosure,2271 40th Ave,San Francisco,CA,94116,786000.0,"2 bds , 1 ba , 1,011 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/2271-40th-Ave-San-Francisco-CA-94116/15118787_zpid/,2.0,1.0,1011.0,foreclosure,"(37.7445065714286, -122.498465142857)"
221,House For Sale,2310 46th Ave,San Francisco,CA,94116,1399900.0,"3 bds , 3 ba , 1,890 sqft",,https://www.zillow.com/homedetails/2310-46th-Ave-San-Francisco-CA-94116/15121350_zpid/,3.0,3.0,1890.0,house,"(37.7433575714286, -122.504629163265)"
222,House For Sale,2039 22nd Ave,San Francisco,CA,94116,988000.0,"3 bds , 1 ba , 1,500 sqft",Park North Real Estate,https://www.zillow.com/homedetails/2039-22nd-Ave-San-Francisco-CA-94116/15115835_zpid/,3.0,1.0,1500.0,house,"(37.749613, -122.479477183673)"
223,Apartment For Sale,2392 2396 16th Ave,San Francisco,CA,94116,1650000.0,"Studio , -- ba , 4,085 sqft",Garrison Properties,https://www.zillow.com/homedetails/2392-2396-16th-Ave-San-Francisco-CA-94116/2090782264_zpid/,0.0,,4085.0,apartment,"(37.7434518181818, -122.472393)"
224,House For Sale,190 Escolta Way,San Francisco,CA,94116,1425000.0,"3 bds , 1 ba , 1,680 sqft",Realty Executives Premier Prop,https://www.zillow.com/homedetails/190-Escolta-Way-San-Francisco-CA-94116/15125038_zpid/,3.0,1.0,1680.0,house,"(37.73805065, -122.490133003835)"
225,House For Sale,2527 42nd Ave,San Francisco,CA,94116,1095000.0,"3 bds , 2 ba , 1,400 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/2527-42nd-Ave-San-Francisco-CA-94116/15124186_zpid/,3.0,2.0,1400.0,house,"(37.7395405918367, -122.500262102041)"
226,House For Sale,2510 24th Ave,San Francisco,CA,94116,995000.0,"3 bds , 1 ba , 1,250 sqft",,https://www.zillow.com/homedetails/2510-24th-Ave-San-Francisco-CA-94116/15123371_zpid/,3.0,1.0,1250.0,house,"(37.7406645102041, -122.480794367347)"
227,House For Sale,2184 Funston Ave,San Francisco,CA,94116,1795000.0,"3 bds , 3 ba , 2,433 sqft",Compass,https://www.zillow.com/homedetails/2184-Funston-Ave-San-Francisco-CA-94116/15118299_zpid/,3.0,3.0,2433.0,house,"(37.7474333, -122.469253998664)"
228,Apartment For Sale,2083 2085 19th Ave,San Francisco,CA,94116,1590000.0,"Studio , -- ba , 2,444 sqft","Prime Metropolis Prop., Inc.",https://www.zillow.com/homedetails/2083-2085-19th-Ave-San-Francisco-CA-94116/2090966185_zpid/,0.0,,2444.0,apartment,"(37.7490274897959, -122.476253734694)"
229,Apartment For Sale,2325 2329 Taraval St,San Francisco,CA,94116,1890000.0,"Studio , -- ba , -- sqft",Frontier Realty,https://www.zillow.com/homedetails/2325-2329-Taraval-St-San-Francisco-CA-94116/2091289666_zpid/,0.0,,,apartment,"(37.7422925744681, -122.491037319149)"
230,Apartment For Sale,2225 Vicente St,San Francisco,CA,94116,2300000.0,"Studio , -- ba , 4,568 sqft",SanFranRealEstate.Com,https://www.zillow.com/homedetails/2225-Vicente-St-San-Francisco-CA-94116/2091432492_zpid/,0.0,,4568.0,apartment,"(37.7385654285714, -122.490773265306)"
231,House For Sale,2691 35th Ave,San Francisco,CA,94116,1800000.0,"3 bds , 2.5 ba , 2,550 sqft",Climb Real Estate,https://www.zillow.com/homedetails/2691-35th-Ave-San-Francisco-CA-94116/2092497789_zpid/,3.0,2.5,2550.0,house,"(37.7372902040816, -122.492590183673)"
232,Auction,2522 34th Ave,San Francisco,CA,94116,659000.0,"2 bds , 1 ba , 1,400 sqft",,https://www.zillow.com/homedetails/2522-34th-Ave-San-Francisco-CA-94116/15123835_zpid/,2.0,1.0,1400.0,auction,"(37.7399934489796, -122.49150244898)"
234,Apartment For Sale,1841 45 Powell St,San Francisco,CA,94133,3650000.0,"Studio , -- ba , 5,100 sqft",Colliers International,https://www.zillow.com/homedetails/1841-45-Powell-St-San-Francisco-CA-94133/2090711897_zpid/,0.0,,5100.0,apartment,
235,House For Sale,824 Green St,San Francisco,CA,94133,4295000.0,"4 bds , 5 ba , 2,658 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/824-Green-St-San-Francisco-CA-94133/15065903_zpid/,4.0,5.0,2658.0,house,"(37.7991164568681, -122.412781388567)"
236,Condo For Sale,439 Greenwich St # 17,San Francisco,CA,94133,488000.0,"Studio , 1 ba , 404 sqft",,https://www.zillow.com/homedetails/439-Greenwich-St-17-San-Francisco-CA-94133/15065178_zpid/,0.0,1.0,404.0,condo,"(37.8025386072708, -122.40702315643)"
237,Condo For Sale,970 Union St,San Francisco,CA,94133,1050000.0,"2 bds , 1 ba , 1,100 sqft",,https://www.zillow.com/homedetails/970-Union-St-San-Francisco-CA-94133/15065556_zpid/,2.0,1.0,1100.0,condo,"(37.7997468666667, -122.415390733333)"
238,Apartment For Sale,2028-2030 Leavenworth St,SAN FRANCISCO,CA,94133,9500000.0,"Studio , -- ba , 4,816 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/2028-2030-Leavenworth-St-San-Francisco-CA-94133/15065514_zpid/,0.0,,4816.0,apartment,"(37.7997436666667, -122.417351777778)"
239,Apartment For Sale,1219 Kearny St,San Francisco,CA,94133,2550000.0,"Studio , -- ba , 3,240 sqft","TRI Investment Services, Inc.",https://www.zillow.com/homedetails/1219-Kearny-St-San-Francisco-CA-94133/2090796937_zpid/,0.0,,3240.0,apartment,"(37.7992538461538, -122.405807653846)"
240,Condo For Sale,947 Green St # 6,San Francisco,CA,94133,7495000.0,"2 bds , 1.5 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/947-Green-St-6-San-Francisco-CA-94133/63196052_zpid/,2.0,1.5,,condo,"(37.8009134, -122.3991461)"
241,Condo For Sale,401 Union St APT 203,San Francisco,CA,94133,798000.0,"1 bd , 1 ba , 669 sqft",Zinchik Real Estate Group,https://www.zillow.com/homedetails/401-Union-St-APT-203-San-Francisco-CA-94133/15065838_zpid/,1.0,1.0,669.0,condo,
242,Condo For Sale,879 Greenwich St,San Francisco,CA,94133,999000.0,"2 bds , 1 ba , 1,193 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/879-Greenwich-St-San-Francisco-CA-94133/15065314_zpid/,2.0,1.0,1193.0,condo,"(37.8016536666667, -122.41410825)"
243,Condo For Sale,594 Lombard St,San Francisco,CA,94133,3000000.0,"3 bds , 3.5 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/594-Lombard-St-San-Francisco-CA-94133/2090913384_zpid/,3.0,3.5,,condo,"(37.8031396875, -122.411205125)"
244,Condo For Sale,1919 Grant Ave,San Francisco,CA,94133,1695000.0,"2 bds , 2 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1919-Grant-Ave-San-Francisco-CA-94133/2090913387_zpid/,2.0,2.0,,condo,"(37.80462, -122.408488571429)"
245,Apartment For Sale,590-594 Lombard St,SAN FRANCISCO,CA,94133,9500000.0,"Studio , -- ba , 3,000 sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-594-Lombard-St-San-Francisco-CA-94133/15064423_zpid/,0.0,,3000.0,apartment,"(37.803145375, -122.41115925)"
246,Condo For Sale,592 Lombard St,San Francisco,CA,94133,3000000.0,"3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/592-Lombard-St-San-Francisco-CA-94133/2090916926_zpid/,3.0,3.0,,condo,"(37.80314253125, -122.4111821875)"
247,Condo For Sale,590 Lombard St,San Francisco,CA,94133,3000000.0,"3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-Lombard-St-San-Francisco-CA-94133/2090916961_zpid/,3.0,3.0,,condo,"(37.803145375, -122.41115925)"
248,Condo For Sale,999 Green St APT 1204,San Francisco,CA,94133,2595000.0,"2 bds , 2 ba , 1,681 sqft",,https://www.zillow.com/homedetails/999-Green-St-APT-1204-San-Francisco-CA-94133/15066358_zpid/,2.0,2.0,1681.0,condo,
249,Condo For Sale,999 Green St APT 1403,San Francisco,CA,94133,1595000.0,"1 bd , 1 ba , 937 sqft",Sotheby's International Realty - San Francisco Brokerage,https://www.zillow.com/homedetails/999-Green-St-APT-1403-San-Francisco-CA-94133/15066362_zpid/,1.0,1.0,937.0,condo,
250,For Sale by Owner,733 Chestnut St APT 7,San Francisco,CA,94133,739900.0,"1 bd , 1 ba , 660 sqft",,https://www.zillow.com/homedetails/733-Chestnut-St-APT-7-San-Francisco-CA-94133/2132662637_zpid/,1.0,1.0,660.0,,
251,Condo For Sale,1020 Union St APT 19,San Francisco,CA,94133,1399000.0,"1 bd , 1 ba , -- sqft",Ackerman Realty Group,https://www.zillow.com/homedetails/1020-Union-St-APT-19-San-Francisco-CA-94133/80736121_zpid/,1.0,1.0,,condo,
252,Apartment For Sale,648 656 Pacific Ave,San Francisco,CA,94133,4150000.0,"Studio , -- ba , 15,039 sqft","Hogan & Vest, Inc.",https://www.zillow.com/homedetails/648-656-Pacific-Ave-San-Francisco-CA-94133/2091206054_zpid/,0.0,,15039.0,apartment,
253,Co-op For Sale,1020 Union St APT 3,San Francisco,CA,94133,1258750.0,"1 bd , 1 ba , 1,180 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1020-Union-St-APT-3-San-Francisco-CA-94133/80735518_zpid/,1.0,1.0,1180.0,coop,
254,Apartment For Sale,949 53 Lombard St,San Francisco,CA,94133,4895000.0,"Studio , -- ba , 4,626 sqft",The Agency,https://www.zillow.com/homedetails/949-53-Lombard-St-San-Francisco-CA-94133/2091218261_zpid/,0.0,,4626.0,apartment,
255,Condo For Sale,1070 Green St APT 201,San Francisco,CA,94133,2995000.0,"2 bds , 2 ba , 1,616 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1070-Green-St-APT-201-San-Francisco-CA-94133/15066001_zpid/,2.0,2.0,1616.0,condo,
256,House For Sale,2028 Leavenworth St,San Francisco,CA,94133,9500000.0,"4 bds , 6 ba , 4,816 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/2028-Leavenworth-St-San-Francisco-CA-94133/2092315330_zpid/,4.0,6.0,4816.0,house,"(37.7997436666667, -122.417351777778)"
257,Apartment For Sale,757 759 Lombard St,San Francisco,CA,94133,1780000.0,"Studio , -- ba , 2,429 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/757-759-Lombard-St-San-Francisco-CA-94133/2091395986_zpid/,0.0,,2429.0,apartment,"(37.8025868571429, -122.414291142857)"
259,Condo For Sale,601 Van Ness Ave APT 811,San Francisco,CA,94102,548000.0,"1 bd , 1 ba , 672 sqft",Brokers Connection Incorporate,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-811-San-Francisco-CA-94102/15077816_zpid/,1.0,1.0,672.0,condo,
260,Condo For Sale,400 Grove St UNIT 102,San Francisco,CA,94102,799000.0,"1 bd , 1 ba , 678 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/400-Grove-St-UNIT-102-San-Francisco-CA-94102/2095437201_zpid/,1.0,1.0,678.0,condo,
261,Condo For Sale,400 Grove St UNIT 304,San Francisco,CA,94102,599000.0,"Studio , 1 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/400-Grove-St-UNIT-304-San-Francisco-CA-94102/2090851306_zpid/,0.0,1.0,,condo,
262,For Sale by Owner,601 Van Ness Ave APT 728,San Francisco,CA,94102,539000.0,"Studio , 1 ba , 489 sqft",,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-728-San-Francisco-CA-94102/15077789_zpid/,0.0,1.0,489.0,,
263,Condo For Sale,388 Fulton St UNIT 208,San Francisco,CA,94102,689000.0,"Studio , 1 ba , 485 sqft",Reside Real Estate,https://www.zillow.com/homedetails/388-Fulton-St-UNIT-208-San-Francisco-CA-94102/2092390196_zpid/,0.0,1.0,485.0,condo,
264,Condo For Sale,750 Van Ness Ave UNIT 1102,San Francisco,CA,94102,529000.0,"Studio , 1 ba , 391 sqft",Pacific Union International,https://www.zillow.com/homedetails/750-Van-Ness-Ave-UNIT-1102-San-Francisco-CA-94102/83153568_zpid/,0.0,1.0,391.0,condo,
265,Condo For Sale,8 Octavia St UNIT 407,San Francisco,CA,94102,287179.0,"Studio , 1 ba , 385 sqft",Better Homes and Gardens Real Estate Thrive,https://www.zillow.com/homedetails/8-Octavia-St-UNIT-407-San-Francisco-CA-94102/124397633_zpid/,0.0,1.0,385.0,condo,
266,Apartment For Sale,690 692 Sutter St,San Francisco,CA,94102,4500000.0,"Studio , -- ba , 3,350 sqft",Hancock Commercial Real Estate,https://www.zillow.com/homedetails/690-692-Sutter-St-San-Francisco-CA-94102/2091999248_zpid/,0.0,,3350.0,apartment,"(37.7889295, -122.411585)"
267,Apartment For Sale,225 Taylor St,San Francisco,CA,94102,4500000.0,"Studio , -- ba , 12,825 sqft",Colliers International,https://www.zillow.com/homedetails/225-Taylor-St-San-Francisco-CA-94102/2100363386_zpid/,0.0,,12825.0,apartment,"(37.7844189795918, -122.411113040816)"
270,Condo For Sale,601 Alabama St UNIT 209,San Francisco,CA,94110,1189000.0,"3 bds , 2 ba , 1,445 sqft",Compass,https://www.zillow.com/homedetails/601-Alabama-St-UNIT-209-San-Francisco-CA-94110/111711106_zpid/,3.0,2.0,1445.0,condo,
271,New Construction,1188 Valencia St # 507,San Francisco,CA,94110,725000.0,"Studio , 1 ba , 430 sqft",,https://www.zillow.com/homedetails/1188-Valencia-St-507-San-Francisco-CA-94110/2090712639_zpid/,0.0,1.0,430.0,new,"(37.753703, -122.420812)"
272,House For Sale,985 San Bruno Ave,San Francisco,CA,94110,949000.0,"2 bds , 1 ba , 890 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/985-San-Bruno-Ave-San-Francisco-CA-94110/15151008_zpid/,2.0,1.0,890.0,house,"(37.7315795, -122.4052411)"
273,Apartment For Sale,354 Crescent Ave,San Francisco,CA,94110,1098000.0,"Studio , -- ba , 1,976 sqft",Compass,https://www.zillow.com/homedetails/354-Crescent-Ave-San-Francisco-CA-94110/15164550_zpid/,0.0,,1976.0,apartment,"(0.8346636, -77.7084733)"
274,Apartment For Sale,1132-1134 Hampshire St,SAN FRANCISCO,CA,94110,1715000.0,"Studio , -- ba , 1,610 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/1132-1134-Hampshire-St-San-Francisco-CA-94110/15151871_zpid/,0.0,,1610.0,apartment,"(37.7539352040816, -122.407496571429)"
275,House For Sale,92 Santa Marina St,San Francisco,CA,94110,1149000.0,"2 bds , 2 ba , 1,125 sqft",,https://www.zillow.com/homedetails/92-Santa-Marina-St-San-Francisco-CA-94110/15163430_zpid/,2.0,2.0,1125.0,house,"(37.73985696, -122.42139324)"
276,Condo For Sale,45 Bartlett St UNIT 313,San Francisco,CA,94110,789000.0,"1 bd , 1 ba , 631 sqft",The Agency,https://www.zillow.com/homedetails/45-Bartlett-St-UNIT-313-San-Francisco-CA-94110/2090753790_zpid/,1.0,1.0,631.0,condo,
277,Apartment For Sale,35 41 Holly Park Cir,San Francisco,CA,94110,1950000.0,"Studio , -- ba , 3,000 sqft",Laurel Realty & Investment,https://www.zillow.com/homedetails/35-41-Holly-Park-Cir-San-Francisco-CA-94110/2090778273_zpid/,0.0,,3000.0,apartment,"(37.7382497556559, -122.420219002699)"
278,Condo For Sale,1384B Florida St,San Francisco,CA,94110,799000.0,"1 bd , 1.5 ba , -- sqft",Climb Real Estate,https://www.zillow.com/homedetails/1384B-Florida-St-San-Francisco-CA-94110/2090789736_zpid/,1.0,1.5,,condo,"(37.7498545714286, -122.409895428571)"
279,House For Sale,497 Ellsworth St,San Francisco,CA,94110,799000.0,"1 bd , 1 ba , 625 sqft",Vanguard Properties,https://www.zillow.com/homedetails/497-Ellsworth-St-San-Francisco-CA-94110/15163248_zpid/,1.0,1.0,625.0,house,"(37.7372783469388, -122.414607183673)"
280,Apartment For Sale,3830 Mission St,San Francisco,CA,94110,1298000.0,"Studio , -- ba , 2,462 sqft",Garrison Properties,https://www.zillow.com/homedetails/3830-Mission-St-San-Francisco-CA-94110/2090836209_zpid/,0.0,,2462.0,apartment,"(37.7724921, -122.4188648)"
281,Apartment For Sale,1183-1185 Hampshire St,SAN FRANCISCO,CA,94110,1995000.0,"5 bds , 5 ba , 2,320 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1183-1185-Hampshire-St-San-Francisco-CA-94110/15151914_zpid/,5.0,5.0,2320.0,apartment,"(37.7532568979592, -122.407221714286)"
282,House For Sale,2725 20th St,San Francisco,CA,94110,1195000.0,"3 bds , 2 ba , 1,330 sqft",Redfin,https://www.zillow.com/homedetails/2725-20th-St-San-Francisco-CA-94110/15150269_zpid/,3.0,2.0,1330.0,house,"(37.75863, -122.4191943)"
283,Coming Soon,730 Gates St,San Francisco,CA,94110,1690900.0,"3 bds , 4 ba , 1,600 sqft",,https://www.zillow.com/homedetails/730-Gates-St-San-Francisco-CA-94110/15164681_zpid/,3.0,4.0,1600.0,coming,"(37.7342838571429, -122.414461673469)"
284,Apartment For Sale,2310 Bryant St,San Francisco,CA,94110,1950000.0,"4 bds , 3 ba , 1,838 sqft",Mai Realty & Loan,https://www.zillow.com/homedetails/2310-Bryant-St-San-Francisco-CA-94110/2090861046_zpid/,4.0,3.0,1838.0,apartment,"(37.7830916, -122.39362)"
285,Apartment For Sale,3241 3247 23rd St,San Francisco,CA,94110,2250000.0,"Studio , -- ba , 4,696 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/3241-3247-23rd-St-San-Francisco-CA-94110/2090903041_zpid/,0.0,,4696.0,apartment,"(37.7552713, -122.3899664)"
286,For Sale by Owner,27 Putnam St,San Francisco,CA,94110,999000.0,"3 bds , 2 ba , 800 sqft",,https://www.zillow.com/homedetails/27-Putnam-St-San-Francisco-CA-94110/15162974_zpid/,3.0,2.0,800.0,,"(37.7392942244898, -122.410673897959)"
287,Apartment For Sale,29 31a Highland Ave,San Francisco,CA,94110,1499000.0,"Studio , -- ba , 3,735 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/29-31a-Highland-Ave-San-Francisco-CA-94110/2090908365_zpid/,0.0,,3735.0,apartment,"(37.7374720209319, -122.424723517544)"
288,House For Sale,188 Quane St,San Francisco,CA,94110,1495000.0,"2 bds , 3 ba , 1,080 sqft",,https://www.zillow.com/homedetails/188-Quane-St-San-Francisco-CA-94110/2090926568_zpid/,2.0,3.0,1080.0,house,"(37.7537265714286, -122.424795469388)"
289,Apartment For Sale,671-673 Shotwell St,SAN FRANCISCO,CA,94110,2095000.0,"Studio , -- ba , 3,318 sqft",Vanguard Properties,https://www.zillow.com/homedetails/671-673-Shotwell-St-San-Francisco-CA-94110/15145763_zpid/,0.0,,3318.0,apartment,"(37.7577472857143, -122.415571142857)"
290,Condo For Sale,1185 Hampshire St,San Francisco,CA,94110,997500.0,"2 bds , 1.5 ba , 1,245 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1185-Hampshire-St-San-Francisco-CA-94110/2090942102_zpid/,2.0,1.5,1245.0,condo,"(37.7532292857143, -122.407219)"
291,Condo For Sale,1861 Alabama St # 18632,San Francisco,CA,94110,550000.0,"1 bd , 1 ba , 900 sqft",Climb Real Estate,https://www.zillow.com/homedetails/1861-Alabama-St-18632-San-Francisco-CA-94110/2090969798_zpid/,1.0,1.0,900.0,condo,"(37.7436560909638, -122.410110234668)"
292,Apartment For Sale,1294 1298 Guerrero St,San Francisco,CA,94110,1799000.0,"Studio , -- ba , 2,880 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/1294-1298-Guerrero-St-San-Francisco-CA-94110/2094379630_zpid/,0.0,,2880.0,apartment,"(37.7505413061225, -122.42289522449)"
293,House For Sale,540 Funston Ave,San Francisco,CA,94118,4375000.0,"4 bds , 4 ba , 3,994 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/540-Funston-Ave-San-Francisco-CA-94118/15095019_zpid/,4.0,4.0,3994.0,house,"(37.7779750408163, -122.471479653061)"
294,Condo For Sale,643 Lake St,San Francisco,CA,94118,1995000.0,"3 bds , 2 ba , 2,178 sqft",Compass,https://www.zillow.com/homedetails/643-Lake-St-San-Francisco-CA-94118/15089717_zpid/,3.0,2.0,2178.0,condo,"(37.7865098645242, -122.466228196229)"
295,House For Sale,718 16th Ave,San Francisco,CA,94118,2949000.0,"4 bds , 4 ba , 2,695 sqft",Compass,https://www.zillow.com/homedetails/718-16th-Ave-San-Francisco-CA-94118/15099114_zpid/,4.0,4.0,2695.0,house,"(37.7744606326531, -122.474551510204)"
296,Condo For Sale,355 3rd Ave,San Francisco,CA,94118,1495000.0,"3 bds , 2 ba , 1,422 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/355-3rd-Ave-San-Francisco-CA-94118/2143188004_zpid/,3.0,2.0,1422.0,condo,"(37.7820696530612, -122.461234877551)"
297,Coming Soon,552 15th Ave,San Francisco,CA,94118,1798000.0,"4 bds , 2 ba , 2,000 sqft",,https://www.zillow.com/homedetails/552-15th-Ave-San-Francisco-CA-94118/15095063_zpid/,4.0,2.0,2000.0,coming,"(37.7776785918367, -122.473657918367)"
298,House For Sale,1325 Lake St,San Francisco,CA,94118,2895000.0,"6 bds , 3 ba , 2,560 sqft",Compass,https://www.zillow.com/homedetails/1325-Lake-St-San-Francisco-CA-94118/15090004_zpid/,6.0,3.0,2560.0,house,"(37.7861901836735, -122.473605081633)"
299,Apartment For Sale,492 498 7th Ave,San Francisco,CA,94118,2500000.0,"Studio , -- ba , 4,280 sqft","West & Praszker, REALTORS®",https://www.zillow.com/homedetails/492-498-7th-Ave-San-Francisco-CA-94118/2090823024_zpid/,0.0,,4280.0,apartment,"(37.7792712244898, -122.465123408163)"
300,Apartment For Sale,211 Cornwall St,San Francisco,CA,94118,5995000.0,"Studio , -- ba , 11,052 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/211-Cornwall-St-San-Francisco-CA-94118/2109113577_zpid/,0.0,,11052.0,apartment,"(37.7848643265306, -122.461563571429)"
