,title,address,city,state,postal_code,price,facts and features,real estate provider,url,bed,bath,sqft,property_type,latlng
0,Condo For Sale,220 Lombard St APT 116,San Francisco,CA,94111,849000.0,"1 bd , 1 ba , 830 sqft",San Francisco R.E. Svcs.,https://www.zillow.com/homedetails/220-Lombard-St-APT-116-San-Francisco-CA-94111/15064048_zpid/,1.0,1.0,830.0,condo,
1,Condo For Sale,101 Lombard St APT 603W,San Francisco,CA,94111,1650000.0,"2 bds , 2 ba , 1,500 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/101-Lombard-St-APT-603W-San-Francisco-CA-94111/15064968_zpid/,2.0,2.0,1500.0,condo,
2,Condo For Sale,733 Front St UNIT 312,San Francisco,CA,94111,1195000.0,"1 bd , 1 ba , 1,189 sqft",MaxReal,https://www.zillow.com/homedetails/733-Front-St-UNIT-312-San-Francisco-CA-94111/89239591_zpid/,1.0,1.0,1189.0,condo,
3,Condo For Sale,550 Davis St UNIT 44,San Francisco,CA,94111,1995000.0,"3 bds , 2 ba , 1,520 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/550-Davis-St-UNIT-44-San-Francisco-CA-94111/15067289_zpid/,3.0,2.0,1520.0,condo,
4,Condo For Sale,240 Lombard St APT 437,San Francisco,CA,94111,625000.0,"1 bd , 1 ba , 566 sqft",SimpleListing.com,https://www.zillow.com/homedetails/240-Lombard-St-APT-437-San-Francisco-CA-94111/15064147_zpid/,1.0,1.0,566.0,condo,
5,Condo For Sale,550 Davis St UNIT 39,San Francisco,CA,94111,1196000.0,"1 bd , 1 ba , 914 sqft",,https://www.zillow.com/homedetails/550-Davis-St-UNIT-39-San-Francisco-CA-94111/15067284_zpid/,1.0,1.0,914.0,condo,
6,House For Sale,578 London St,San Francisco,CA,94112,999000.0,"2 bds , 1 ba , 1,250 sqft",Compass,https://www.zillow.com/homedetails/578-London-St-San-Francisco-CA-94112/15174520_zpid/,2.0,1.0,1250.0,house,"(37.7200728979592, -122.437361061224)"
7,House For Sale,433 Excelsior Ave,San Francisco,CA,94112,899000.0,"3 bds , 1.5 ba , 1,325 sqft",Climb Real Estate,https://www.zillow.com/homedetails/433-Excelsior-Ave-San-Francisco-CA-94112/15169306_zpid/,3.0,1.5,1325.0,house,"(37.7246487346939, -122.430091632653)"
8,House For Sale,57 Niagara Ave,San Francisco,CA,94112,699000.0,"2 bds , 1 ba , 750 sqft",Coldwell Banker,https://www.zillow.com/homedetails/57-Niagara-Ave-San-Francisco-CA-94112/15191339_zpid/,2.0,1.0,750.0,house,"(37.716285, -122.442724)"
9,House For Sale,347 Lisbon St,San Francisco,CA,94112,1599999.0,"6 bds , 6 ba , 3,168 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/347-Lisbon-St-San-Francisco-CA-94112/15170884_zpid/,6.0,6.0,3168.0,house,"(37.7227734897959, -122.432898959184)"
10,House For Sale,271 Lowell St,San Francisco,CA,94112,689000.0,"2 bds , 1 ba , 746 sqft",Better Homes and Gardens Real Estate J.F. Finnegan Realtors,https://www.zillow.com/homedetails/271-Lowell-St-San-Francisco-CA-94112/15179589_zpid/,2.0,1.0,746.0,house,"(37.7090033043478, -122.444952913043)"
11,House For Sale,15 Valdez Ave,San Francisco,CA,94112,1199000.0,"2 bds , 2 ba , 1,166 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/15-Valdez-Ave-San-Francisco-CA-94112/15139585_zpid/,2.0,2.0,1166.0,house,"(37.7290826594084, -122.454896628081)"
12,House For Sale,768 Rolph St,San Francisco,CA,94112,898000.0,"2 bds , 1 ba , 1,160 sqft",,https://www.zillow.com/homedetails/768-Rolph-St-San-Francisco-CA-94112/15177495_zpid/,2.0,1.0,1160.0,house,"(37.7116310442761, -122.430621718218)"
13,House For Sale,646 London St,San Francisco,CA,94112,788888.0,"2 bds , 1 ba , 1,336 sqft",CENTURY 21 Baldini Realty,https://www.zillow.com/homedetails/646-London-St-San-Francisco-CA-94112/15176436_zpid/,2.0,1.0,1336.0,house,"(37.7188746296296, -122.438314851852)"
14,House For Sale,721 Holloway Ave,San Francisco,CA,94112,749000.0,"1 bd , 1 ba , 735 sqft",Vanguard Properties,https://www.zillow.com/homedetails/721-Holloway-Ave-San-Francisco-CA-94112/15189413_zpid/,1.0,1.0,735.0,house,"(37.7217513877551, -122.460523285714)"
15,House For Sale,7 Rotteck St,San Francisco,CA,94112,1795000.0,"4 bds , 4 ba , 2,308 sqft",Vanguard Properties,https://www.zillow.com/homedetails/7-Rotteck-St-San-Francisco-CA-94112/15185543_zpid/,4.0,4.0,2308.0,house,"(37.7330474594595, -122.430999081081)"
16,Apartment For Sale,4717 4721 Mission St,San Francisco,CA,94112,2795000.0,"Studio , -- ba , 9,900 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/4717-4721-Mission-St-San-Francisco-CA-94112/2090836380_zpid/,0.0,,9900.0,apartment,"(37.7724921, -122.4188648)"
17,House For Sale,1276 Geneva Ave,San Francisco,CA,94112,789000.0,"5 bds , 3 ba , 1,839 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1276-Geneva-Ave-San-Francisco-CA-94112/15177347_zpid/,5.0,3.0,1839.0,house,"(37.7129696, -122.4326944)"
18,House For Sale,399 Ellington Ave,San Francisco,CA,94112,799000.0,"2 bds , 1 ba , 1,510 sqft",,https://www.zillow.com/homedetails/399-Ellington-Ave-San-Francisco-CA-94112/15192891_zpid/,2.0,1.0,1510.0,house,"(37.712189, -122.446616)"
19,House For Sale,2 Rosella Ct,San Francisco,CA,94112,949000.0,"2 bds , 1 ba , 1,026 sqft",Vision Realty Group,https://www.zillow.com/homedetails/2-Rosella-Ct-San-Francisco-CA-94112/15188253_zpid/,2.0,1.0,1026.0,house,"(37.722176, -122.439071)"
20,House For Sale,45 Hazelwood Ave,San Francisco,CA,94112,1299000.0,"2 bds , 1 ba , 1,215 sqft",Realty World - Advance Group,https://www.zillow.com/homedetails/45-Hazelwood-Ave-San-Francisco-CA-94112/15139603_zpid/,2.0,1.0,1215.0,house,"(37.7294843819879, -122.454122218207)"
21,Foreclosure,1180 Plymouth Ave,San Francisco,CA,94112,899000.0,"2 bds , 1 ba , -- sqft",Stephen Vokshori,https://www.zillow.com/homedetails/1180-Plymouth-Ave-San-Francisco-CA-94112/15188014_zpid/,2.0,1.0,,foreclosure,"(37.7233871428571, -122.456042897959)"
22,House For Sale,617 Lakeview Ave,San Francisco,CA,94112,979800.0,"4 bds , 2 ba , 1,782 sqft",Founders Real Estate Svcs.,https://www.zillow.com/homedetails/617-Lakeview-Ave-San-Francisco-CA-94112/15192211_zpid/,4.0,2.0,1782.0,house,"(37.7181514285714, -122.456677857143)"
23,House For Sale,1319 Alemany Blvd,San Francisco,CA,94112,1100000.0,"3 bds , 2 ba , 1,128 sqft","American Marketing Sys., Inc",https://www.zillow.com/homedetails/1319-Alemany-Blvd-San-Francisco-CA-94112/15186851_zpid/,3.0,2.0,1128.0,house,"(37.7317175, -122.4246238)"
24,House For Sale,161 Majestic Ave,San Francisco,CA,94112,1499000.0,"7 bds , 5 ba , 3,200 sqft",Coldwell Banker Residential Brokerage - San Francisco Sunset,https://www.zillow.com/homedetails/161-Majestic-Ave-San-Francisco-CA-94112/89237842_zpid/,7.0,5.0,3200.0,house,"(37.7160328571429, -122.452562959184)"
25,Condo For Sale,1490 Ocean Ave # 205,San Francisco,CA,94112,1395000.0,"2 bds , 2 ba , 997 sqft",Climb Real Estate,https://www.zillow.com/homedetails/1490-Ocean-Ave-205-San-Francisco-CA-94112/2091240414_zpid/,2.0,2.0,997.0,condo,"(37.7229098, -122.4514762)"
26,Condo For Sale,142 Swiss Ave,San Francisco,CA,94131,799000.0,"1 bd , 1 ba , 918 sqft",,https://www.zillow.com/homedetails/142-Swiss-Ave-San-Francisco-CA-94131/61288525_zpid/,1.0,1.0,918.0,condo,"(37.7363245899002, -122.438112137777)"
27,House For Sale,179 Brompton Ave,San Francisco,CA,94131,1495000.0,"3 bds , 2 ba , 1,560 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/179-Brompton-Ave-San-Francisco-CA-94131/15185614_zpid/,3.0,2.0,1560.0,house,"(37.7326990612245, -122.435208265306)"
28,Condo For Sale,53 Wilder St UNIT 401,San Francisco,CA,94131,1149000.0,"2 bds , 2 ba , 1,181 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/53-Wilder-St-UNIT-401-San-Francisco-CA-94131/82786506_zpid/,2.0,2.0,1181.0,condo,
29,House For Sale,986 Burnett Ave,San Francisco,CA,94131,1295000.0,"3 bds , 2 ba , 1,823 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/986-Burnett-Ave-San-Francisco-CA-94131/15132705_zpid/,3.0,2.0,1823.0,house,"(37.7475564806831, -122.44503166726)"
30,House For Sale,255 Dellbrook Ave,San Francisco,CA,94131,998000.0,"2 bds , 1 ba , -- sqft",BHHS California Realty,https://www.zillow.com/homedetails/255-Dellbrook-Ave-San-Francisco-CA-94131/15132428_zpid/,2.0,1.0,,house,"(37.7503881372449, -122.453261049851)"
31,Apartment For Sale,214 Monterey Blvd # 216,San Francisco,CA,94131,1349000.0,"3 bds , 2 ba , -- sqft",Climb Real Estate,https://www.zillow.com/homedetails/214-Monterey-Blvd-216-San-Francisco-CA-94131/2090759981_zpid/,3.0,2.0,,apartment,
32,House For Sale,187 Carnelian Way,San Francisco,CA,94131,1525000.0,"3 bds , 3 ba , 1,747 sqft",,https://www.zillow.com/homedetails/187-Carnelian-Way-San-Francisco-CA-94131/15198582_zpid/,3.0,3.0,1747.0,house,"(37.7471186031192, -122.442451966929)"
33,House For Sale,610 Duncan St,San Francisco,CA,94131,1995000.0,"3 bds , 3 ba , 2,500 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/610-Duncan-St-San-Francisco-CA-94131/15182290_zpid/,3.0,3.0,2500.0,house,"(37.7457465, -122.433905272727)"
34,House For Sale,1600 Diamond St,San Francisco,CA,94131,4385000.0,"5 bds , 5.5 ba , 3,200 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1600-Diamond-St-San-Francisco-CA-94131/15199468_zpid/,5.0,5.5,3200.0,house,"(37.744631, -122.435771)"
35,Condo For Sale,3550 Market St APT 302,San Francisco,CA,94131,925000.0,"2 bds , 2 ba , 1,093 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/3550-Market-St-APT-302-San-Francisco-CA-94131/15130253_zpid/,2.0,2.0,1093.0,condo,
36,Condo For Sale,215 Red Rock Way APT 107J,San Francisco,CA,94131,699000.0,"1 bd , 1 ba , 744 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/215-Red-Rock-Way-APT-107J-San-Francisco-CA-94131/15199183_zpid/,1.0,1.0,744.0,condo,
37,House For Sale,1828 Castro St,San Francisco,CA,94131,1995000.0,"3 bds , 3 ba , 1,170 sqft",,https://www.zillow.com/homedetails/1828-Castro-St-San-Francisco-CA-94131/15182113_zpid/,3.0,3.0,1170.0,house,"(37.7649784, -122.4354207)"
38,House For Sale,70 Cityview Way,San Francisco,CA,94131,1225000.0,"2 bds , 1 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/70-Cityview-Way-San-Francisco-CA-94131/15132068_zpid/,2.0,1.0,,house,"(37.7490055, -122.451103610391)"
39,Condo For Sale,5175 Diamond Heights Blvd APT 123,San Francisco,CA,94131,858000.0,"2 bds , 2 ba , 1,050 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/5175-Diamond-Heights-Blvd-APT-123-San-Francisco-CA-94131/15199430_zpid/,2.0,2.0,1050.0,condo,
40,Apartment For Sale,346-348 Chenery St,SAN FRANCISCO,CA,94131,1850000.0,"Studio , -- ba , 2,700 sqft",,https://www.zillow.com/homedetails/346-348-Chenery-St-San-Francisco-CA-94131/15184410_zpid/,0.0,,2700.0,apartment,"(37.7368849795918, -122.428376)"
41,House For Sale,214 216 Monterey Blvd,San Francisco,CA,94131,1349000.0,"3 bds , 2 ba , 1,656 sqft",Climb Real Estate,https://www.zillow.com/homedetails/214-216-Monterey-Blvd-San-Francisco-CA-94131/2090916861_zpid/,3.0,2.0,1656.0,house,"(37.7317128571429, -122.440180857143)"
42,Apartment For Sale,12 Chenery St,San Francisco,CA,94131,998000.0,"Studio , -- ba , 1,553 sqft","Ormiston, Robert E., Broker",https://www.zillow.com/homedetails/12-Chenery-St-San-Francisco-CA-94131/15183814_zpid/,0.0,,1553.0,apartment,"(37.74179225, -122.425883020833)"
43,House For Sale,64 Sussex St,San Francisco,CA,94131,1599000.0,"2 bds , 1 ba , 834 sqft",Compass,https://www.zillow.com/homedetails/64-Sussex-St-San-Francisco-CA-94131/15184634_zpid/,2.0,1.0,834.0,house,"(37.7369072050413, -122.433877872528)"
44,House For Sale,1783 Noe St,San Francisco,CA,94131,7700000.0,"5 bds , 5 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1783-Noe-St-San-Francisco-CA-94131/15183630_zpid/,5.0,5.0,,house,"(37.740743877551, -122.430669918367)"
45,Condo For Sale,145 Gardenside Dr APT 5,San Francisco,CA,94131,899000.0,"2 bds , 2 ba , 1,049 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/145-Gardenside-Dr-APT-5-San-Francisco-CA-94131/15132786_zpid/,2.0,2.0,1049.0,condo,
46,Condo For Sale,910 Corbett Ave # 3,San Francisco,CA,94131,1299000.0,"4 bds , 2 ba , 1,430 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-3-San-Francisco-CA-94131/96044298_zpid/,4.0,2.0,1430.0,condo,"(37.7524759874719, -122.443834012251)"
47,Condo For Sale,910 Corbett Ave # 1,San Francisco,CA,94131,1179000.0,"3 bds , 1.5 ba , 1,496 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-1-San-Francisco-CA-94131/96038822_zpid/,3.0,1.5,1496.0,condo,
48,Condo For Sale,910 Corbett Ave # 2,San Francisco,CA,94131,1179000.0,"3 bds , 1.5 ba , 1,523 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-2-San-Francisco-CA-94131/96017079_zpid/,3.0,1.5,1523.0,condo,"(37.7524759874719, -122.443834012251)"
49,Apartment For Sale,274-276 Duncan St,SAN FRANCISCO,CA,94131,2395000.0,"Studio , -- ba , 3,575 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/274-276-Duncan-St-San-Francisco-CA-94131/15182424_zpid/,0.0,,3575.0,apartment,"(37.7462194081633, -122.426282122449)"
50,House For Sale,47 Chenery St,San Francisco,CA,94131,10250000.0,"10 bds , 11 ba , 9,966 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/47-Chenery-St-San-Francisco-CA-94131/2113433565_zpid/,10.0,11.0,9966.0,house,"(37.7410392857143, -122.425598959184)"
51,Condo For Sale,690 Market St # 202,San Francisco,CA,94104,1150000.0,"1 bd , 1.5 ba , 1,315 sqft",Vanguard Properties,https://www.zillow.com/homedetails/690-Market-St-202-San-Francisco-CA-94104/89237665_zpid/,1.0,1.5,1315.0,condo,"(37.788079, -122.4033181)"
52,Condo For Sale,690 Market St # 701,San Francisco,CA,94104,1395000.0,"1 bd , 1.5 ba , 1,475 sqft",Vanguard Properties,https://www.zillow.com/homedetails/690-Market-St-701-San-Francisco-CA-94104/89237213_zpid/,1.0,1.5,1475.0,condo,"(37.788079, -122.4033181)"
53,Condo For Sale,690 Market St # 505,San Francisco,CA,94104,1795000.0,"2 bds , 2.5 ba , 1,805 sqft",Vanguard Properties,https://www.zillow.com/homedetails/690-Market-St-505-San-Francisco-CA-94104/89239852_zpid/,2.0,2.5,1805.0,condo,"(37.788079, -122.4033181)"
54,Condo For Sale,690 Market St # 504,San Francisco,CA,94104,1750000.0,"2 bds , 2.5 ba , 1,695 sqft",Vanguard Properties,https://www.zillow.com/homedetails/690-Market-St-504-San-Francisco-CA-94104/89237437_zpid/,2.0,2.5,1695.0,condo,"(37.788079, -122.4033181)"
55,New Construction,1545 Pine St # U4I7Q,San Francisco,CA,94109,727500.0,"-- bds , 1 ba , 432+ sqft",,https://www.zillow.com/community/austin/2092523855_zpid/,,1.0,432.0,new,
56,Condo For Sale,66 Cleary Ct APT 601,San Francisco,CA,94109,1185000.0,"3 bds , 2 ba , 1,110 sqft",Warwick Properties Group,https://www.zillow.com/homedetails/66-Cleary-Ct-APT-601-San-Francisco-CA-94109/15076892_zpid/,3.0,2.0,1110.0,condo,
57,Condo For Sale,2359 Jackson St # 4,San Francisco,CA,94115,995000.0,"1 bd , 1 ba , 653 sqft",,https://www.zillow.com/homedetails/2359-Jackson-St-4-San-Francisco-CA-94115/15074023_zpid/,1.0,1.0,653.0,condo,"(37.7924789795918, -122.433843918367)"
58,Apartment For Sale,1840-1844 Golden Gate Ave,SAN FRANCISCO,CA,94115,5995000.0,"Studio , -- ba , 7,205 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/1840-1844-Golden-Gate-Ave-San-Francisco-CA-94115/15084972_zpid/,0.0,,7205.0,apartment,"(37.7785027959184, -122.440932387755)"
59,Apartment For Sale,570 Grove St,San Francisco,CA,94102,4650000.0,"Studio , -- ba , 8,280 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/570-Grove-St-San-Francisco-CA-94102/2090710021_zpid/,0.0,,8280.0,apartment,"(37.7775387142857, -122.425933285714)"
60,Condo For Sale,1823 Turk St,San Francisco,CA,94115,2095000.0,"3 bds , 2.5 ba , 1,947 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/1823-Turk-St-San-Francisco-CA-94115/2097380992_zpid/,3.0,2.5,1947.0,condo,"(37.7819539, -122.4207223)"
61,Condo For Sale,1941 Ofarrell St,San Francisco,CA,94115,1195000.0,"3 bds , 2 ba , 1,708 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1941-Ofarrell-St-San-Francisco-CA-94115/15077344_zpid/,3.0,2.0,1708.0,condo,"(37.7826871836735, -122.436696979592)"
62,Apartment For Sale,3169-3173 Sacramento St,SAN FRANCISCO,CA,94115,3495000.0,"6 bds , 5 ba , 4,080 sqft",Compass,https://www.zillow.com/homedetails/3169-3173-Sacramento-St-San-Francisco-CA-94115/15082494_zpid/,6.0,5.0,4080.0,apartment,"(37.7883534285714, -122.445008489796)"
63,House For Sale,638 36th Ave,San Francisco,CA,94121,1595000.0,"3 bds , 2 ba , 2,141 sqft",Rogers & Associates,https://www.zillow.com/homedetails/638-36th-Ave-San-Francisco-CA-94121/15095925_zpid/,3.0,2.0,2141.0,house,"(37.7768816122449, -122.496226673469)"
64,Apartment For Sale,644-646 45TH Ave,SAN FRANCISCO,CA,94121,988000.0,"Studio , -- ba , 1,206 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/644-646-45TH-Ave-San-Francisco-CA-94121/15096295_zpid/,0.0,,1206.0,apartment,"(37.7763446530612, -122.505855122449)"
65,Apartment For Sale,6340 Geary Blvd,San Francisco,CA,94121,6950000.0,"Studio , -- ba , 10,944 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/6340-Geary-Blvd-San-Francisco-CA-94121/2090704404_zpid/,0.0,,10944.0,apartment,"(37.78020155, -122.487652264895)"
66,House For Sale,863 26th Ave,San Francisco,CA,94121,1795000.0,"4 bds , 3 ba , 2,189 sqft",Anchor Realty,https://www.zillow.com/homedetails/863-26th-Ave-San-Francisco-CA-94121/15099569_zpid/,4.0,3.0,2189.0,house,"(37.7732344693878, -122.485417979592)"
67,Apartment For Sale,263 19th Ave,San Francisco,CA,94121,2100000.0,"Studio , -- ba , 3,172 sqft",,https://www.zillow.com/homedetails/263-19th-Ave-San-Francisco-CA-94121/2101455467_zpid/,0.0,,3172.0,apartment,"(37.7602286, -122.476929)"
68,Apartment For Sale,263-265 19TH Ave,SAN FRANCISCO,CA,94121,2100000.0,"Studio , -- ba , 3,172 sqft",Alain Pinel Investment Group,https://www.zillow.com/homedetails/263-265-19TH-Ave-San-Francisco-CA-94121/15091032_zpid/,0.0,,3172.0,apartment,"(37.7602286, -122.476929)"
69,Apartment For Sale,110-112 21ST Ave,SAN FRANCISCO,CA,94121,1595000.0,"Studio , -- ba , 2,397 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/110-112-21ST-Ave-San-Francisco-CA-94121/15090241_zpid/,0.0,,2397.0,apartment,"(37.7856516122449, -122.480735061224)"
70,Apartment For Sale,5727 5729 Geary Blvd,San Francisco,CA,94121,2999000.0,"Studio , -- ba , 2,534 sqft",Prime Realty,https://www.zillow.com/homedetails/5727-5729-Geary-Blvd-San-Francisco-CA-94121/2090836208_zpid/,0.0,,2534.0,apartment,"(37.7816588, -122.4532539)"
71,House For Sale,3749 Clement St,San Francisco,CA,94121,2499000.0,"4 bds , 4 ba , 4,418 sqft",JODI Group,https://www.zillow.com/homedetails/3749-Clement-St-San-Francisco-CA-94121/15092542_zpid/,4.0,4.0,4418.0,house,"(37.7812703673469, -122.499321755102)"
72,House For Sale,515 20th Ave,San Francisco,CA,94121,1895000.0,"4 bds , 4.5 ba , 2,137 sqft",Vanguard Properties,https://www.zillow.com/homedetails/515-20th-Ave-San-Francisco-CA-94121/15095326_zpid/,4.0,4.5,2137.0,house,"(37.7780491428571, -122.479319285714)"
73,Apartment For Sale,639 35th Ave,San Francisco,CA,94121,2295000.0,"8 bds , 6 ba , 3,157 sqft",,https://www.zillow.com/homedetails/639-35th-Ave-San-Francisco-CA-94121/2099976986_zpid/,8.0,6.0,3157.0,apartment,"(37.7769216122449, -122.495359632653)"
74,Apartment For Sale,639 41 35th Ave,San Francisco,CA,94121,2295000.0,"Studio , -- ba , 3,157 sqft",McGuire Real Estate,https://www.zillow.com/homedetails/639-41-35th-Ave-San-Francisco-CA-94121/2090900681_zpid/,0.0,,3157.0,apartment,"(37.7769216122449, -122.495359632653)"
75,House For Sale,575 35th Ave,San Francisco,CA,94121,2250000.0,"4 bds , 3.5 ba , 2,500 sqft","Andersen, Jung & Co.",https://www.zillow.com/homedetails/575-35th-Ave-San-Francisco-CA-94121/15093477_zpid/,4.0,3.5,2500.0,house,"(37.7781961632653, -122.495449918367)"
76,Apartment For Sale,870 874 47th Ave,San Francisco,CA,94121,3200000.0,"Studio , -- ba , 4,900 sqft",Asia Pacific Groups,https://www.zillow.com/homedetails/870-874-47th-Ave-San-Francisco-CA-94121/2090922052_zpid/,0.0,,4900.0,apartment,
77,Apartment For Sale,366-368 24TH Ave,SAN FRANCISCO,CA,94121,1595000.0,"Studio , -- ba , 3,452 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/366-368-24TH-Ave-San-Francisco-CA-94121/15090928_zpid/,0.0,,3452.0,apartment,"(37.7827297346939, -122.48374655102)"
78,Apartment For Sale,3214 Balboa St,San Francisco,CA,94121,1998000.0,"Studio , -- ba , 4,614 sqft",,https://www.zillow.com/homedetails/3214-Balboa-St-San-Francisco-CA-94121/2125826009_zpid/,0.0,,4614.0,apartment,"(37.7761016, -122.493415608522)"
79,House For Sale,5601 Anza St,San Francisco,CA,94121,2995000.0,"5 bds , 5 ba , 3,221 sqft",Century 21 Real Estate Alliance,https://www.zillow.com/homedetails/5601-Anza-St-San-Francisco-CA-94121/15096408_zpid/,5.0,5.0,3221.0,house,"(37.777004, -122.50831)"
80,Condo For Sale,441 19th Ave,San Francisco,CA,94121,1595000.0,"4 bds , 3 ba , 2,628 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/441-19th-Ave-San-Francisco-CA-94121/2142514728_zpid/,4.0,3.0,2628.0,condo,"(37.7602286, -122.476929)"
81,Apartment For Sale,2747-2749 Clement St,SAN FRANCISCO,CA,94121,1380000.0,"Studio , -- ba , 2,520 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/2747-2749-Clement-St-San-Francisco-CA-94121/15092164_zpid/,0.0,,2520.0,apartment,"(37.7817685714286, -122.488591673469)"
82,Apartment For Sale,1918-1922 Clement Street,San Francisco,CA,94121,2180000.0,"Studio , -- ba , 3,934 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/1918-1922-Clement-Street-San-Francisco-CA-94121/2095132162_zpid/,0.0,,3934.0,apartment,"(37.7823295714286, -122.479817326531)"
83,Apartment For Sale,550-552 20TH Ave,SAN FRANCISCO,CA,94121,1995000.0,"6 bds , 4 ba , 2,720 sqft",Laurel Realty & Investment,https://www.zillow.com/homedetails/550-552-20TH-Ave-San-Francisco-CA-94121/15095308_zpid/,6.0,4.0,2720.0,apartment,"(37.7774655102041, -122.479068306122)"
84,Apartment For Sale,309 29th Ave,San Francisco,CA,94121,1990000.0,"Studio , -- ba , 3,250 sqft","Hannah Investment, Inc.",https://www.zillow.com/homedetails/309-29th-Ave-San-Francisco-CA-94121/2104856425_zpid/,0.0,,3250.0,apartment,"(37.783429, -122.489375530612)"
85,House For Sale,308 Sea Cliff Ave,San Francisco,CA,94121,13000000.0,"4 bds , 5 ba , 4,180 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/308-Sea-Cliff-Ave-San-Francisco-CA-94121/15088689_zpid/,4.0,5.0,4180.0,house,
87,House For Sale,257 Crescent Ave,San Francisco,CA,94110,899000.0,"3 bds , 1 ba , 1,430 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/257-Crescent-Ave-San-Francisco-CA-94110/15164268_zpid/,3.0,1.0,1430.0,house,"(0.8346636, -77.7084733)"
88,Condo For Sale,1233 20th Ave,San Francisco,CA,94122,975000.0,"4 bds , 4 ba , 2,115 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/1233-20th-Ave-San-Francisco-CA-94122/59700301_zpid/,4.0,4.0,2115.0,condo,"(37.7647034693878, -122.478376408163)"
89,Condo For Sale,411 Francisco St # 309,San Francisco,CA,94133,1149000.0,"2 bds , 2 ba , 1,033 sqft",Pacific Union International,https://www.zillow.com/homedetails/411-Francisco-St-309-San-Francisco-CA-94133/58480019_zpid/,2.0,2.0,1033.0,condo,
90,Condo For Sale,555 Pierce St,ALBANY,CA,94706,610000.0,"2 bds , 2 ba , 1,015 sqft",,https://www.zillow.com/homedetails/555-Pierce-St-Albany-CA-94706/24853199_zpid/,2.0,2.0,1015.0,condo,"(37.8950842269843, -122.307657209546)"
92,New Construction,1188 Valencia St # MKDGFJ,San Francisco,CA,94110,725000.0,"-- bds , 1 ba , 430+ sqft",,https://www.zillow.com/community/1188-valencia/2090697855_zpid/,,1.0,430.0,new,
93,New Construction,1000 3rd Street 110 Channel St # D1WLVT,San Francisco,CA,94158,3850000.0,"3 bds , 3 ba , 1,827+ sqft",,https://www.zillow.com/community/one-mission-bay/2090697883_zpid/,3.0,3.0,1827.0,new,
95,Condo For Sale,666 Post St APT 302,San Francisco,CA,94109,649000.0,"1 bd , 1 ba , 825 sqft",,https://www.zillow.com/homedetails/666-Post-St-APT-302-San-Francisco-CA-94109/63196385_zpid/,1.0,1.0,825.0,condo,
96,House For Sale,5 N View Ct,San Francisco,CA,94109,4450000.0,"4 bds , 2 ba , 2,900 sqft",Compass,https://www.zillow.com/homedetails/5-N-View-Ct-San-Francisco-CA-94109/2113481468_zpid/,4.0,2.0,2900.0,house,"(37.8042095102041, -122.422592020408)"
97,Apartment For Sale,1157 Broadway,San Francisco,CA,94109,2750000.0,"Studio , -- ba , 4,400 sqft","Merchant Real Estate, Inc.",https://www.zillow.com/homedetails/1157-Broadway-San-Francisco-CA-94109/2099757582_zpid/,0.0,,4400.0,apartment,"(37.7975752, -122.4090497)"
