title,address,city,state,postal_code,price,facts and features,real estate provider,url
Apartment For Sale,446-450 14TH St,SAN FRANCISCO,CA,94103,"$2,850,000","Studio , -- ba , 4,693 sqft",Vanguard Properties,https://www.zillow.com/homedetails/446-450-14TH-St-San-Francisco-CA-94103/15142673_zpid/
Condo For Sale,761 Tehama St APT 8,San Francisco,CA,94103,"$825,000","1 bd , 2 ba , 1,100 sqft",,https://www.zillow.com/homedetails/761-Tehama-St-APT-8-San-Francisco-CA-94103/80741406_zpid/
New Construction,1075 Market St San Francisco # 3NAR1P,San Francisco,CA,94103,"$675,000+","1 bd , 1 ba , 500+ sqft",,https://www.zillow.com/community/stage-1075/2091685331_zpid/
Condo For Sale,765 Market St APT 24A,San Francisco,CA,94103,"$5,800,000","3 bds , 3 ba , 2,677 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/765-Market-St-APT-24A-San-Francisco-CA-94103/63197294_zpid/
Condo For Sale,338 Potrero Ave UNIT 509,San Francisco,CA,94103,"$1,084,476","2 bds , 2 ba , 845 sqft",Berkshire Hathaway HomeServices Drysdale Prop,https://www.zillow.com/homedetails/338-Potrero-Ave-UNIT-509-San-Francisco-CA-94103/2093517258_zpid/
Condo For Sale,2421 16th St UNIT 401,San Francisco,CA,94103,"$1,400,000","2 bds , 2 ba , 1,021 sqft",The Agency,https://www.zillow.com/homedetails/2421-16th-St-UNIT-401-San-Francisco-CA-94103/2103019528_zpid/
Condo For Sale,203 Guerrero St,San Francisco,CA,94103,"$2,195,000","3 bds , 3 ba , 1,886 sqft",Vanguard Properties,https://www.zillow.com/homedetails/203-Guerrero-St-San-Francisco-CA-94103/63197144_zpid/
New Construction,1075 Market St San Francisco # M9U7C1,San Francisco,CA,94103,"$562,000+","-- bds , 1 ba , 423+ sqft",,https://www.zillow.com/community/stage-1075/2092309971_zpid/
Condo For Sale,73 Pearl St,San Francisco,CA,94103,"$945,555","2 bds , 2 ba , 937 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/73-Pearl-St-San-Francisco-CA-94103/2105479039_zpid/
Lot/Land For Sale,40 Juniper St,San Francisco,CA,94103,"$3,400,000","6,115 sqft lot",,https://www.zillow.com/homedetails/40-Juniper-St-San-Francisco-CA-94103/2091089580_zpid/
Condo For Sale,1160 Mission St UNIT 2208,San Francisco,CA,94103,"$1,495,000","2 bds , 2 ba , 1,213 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-2208-San-Francisco-CA-94103/83153670_zpid/
Condo For Sale,1488 Harrison St APT 202,San Francisco,CA,94103,"$849,000","1 bd , 2 ba , 867 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1488-Harrison-St-APT-202-San-Francisco-CA-94103/80749991_zpid/
Condo For Sale,1160 Mission St UNIT 2103,San Francisco,CA,94103,"$749,000","1 bd , 1 ba , 629 sqft",Reside Real Estate,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-2103-San-Francisco-CA-94103/83154536_zpid/
Condo For Sale,35 Dolores St #205,San Francisco,CA,94103,"$799,000","1 bd , 1 ba , 665 sqft",Compass,https://www.zillow.com/homedetails/35-Dolores-St-205-San-Francisco-CA-94103/2098617356_zpid/
Apartment For Sale,257 S Van Ness Ave,San Francisco,CA,94103,"$2,799,500","Studio , -- ba , 4,734 sqft",,https://www.zillow.com/homedetails/257-S-Van-Ness-Ave-San-Francisco-CA-94103/2099873194_zpid/
New Construction,1075 Market St San Francisco # Y2VKFU,San Francisco,CA,94103,"$675,000+","1 bd , 1 ba , 500+ sqft",,https://www.zillow.com/community/stage-1075/2091685330_zpid/
Condo For Sale,99 Rausch St # 401,San Francisco,CA,94103,"$669,000","Studio , 1 ba , 419 sqft",Vista Group,https://www.zillow.com/homedetails/99-Rausch-St-401-San-Francisco-CA-94103/2091205624_zpid/
Condo For Sale,765 Market St APT 30B,San Francisco,CA,94103,"$1,580,000","1 bd , 1.5 ba , 1,004 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/765-Market-St-APT-30B-San-Francisco-CA-94103/63197342_zpid/
Condo For Sale,1075 Market St # 413,San Francisco,CA,94103,"$1,076,240","2 bds , 2 ba , 844 sqft",Level Four Advisors,https://www.zillow.com/homedetails/1075-Market-St-413-San-Francisco-CA-94103/2091313792_zpid/
Condo For Sale,1075 Market St # 402,San Francisco,CA,94103,"$819,000","1 bd , 1 ba , 648 sqft",Level Four Advisors,https://www.zillow.com/homedetails/1075-Market-St-402-San-Francisco-CA-94103/2091313990_zpid/
Condo For Sale,1075 Market St # 601,San Francisco,CA,94103,"$640,000","Studio , 1 ba , 500 sqft",Level Four Advisors,https://www.zillow.com/homedetails/1075-Market-St-601-San-Francisco-CA-94103/2091314321_zpid/
Condo For Sale,99 Rausch St # 321,San Francisco,CA,94103,"$859,000","1 bd , 1 ba , 603 sqft",Vista Group,https://www.zillow.com/homedetails/99-Rausch-St-321-San-Francisco-CA-94103/2091406918_zpid/
Condo For Sale,99 Rausch St # 311,San Francisco,CA,94103,"$1,594,000","2 bds , 2 ba , 1,004 sqft",Vista Group,https://www.zillow.com/homedetails/99-Rausch-St-311-San-Francisco-CA-94103/2091406917_zpid/
